place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
5,7,EXCEPTIONAL DESIRE(A142),T Piccone,W Y So,123,1193,12,2-1/2,"2                                                            

2                                                            

5",1:10.02,6.8,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
6,3,PERFECT TO PLAY(B095),C Y Ho,C Fownes,131,1024,2,4,"9                                                            

8                                                            

6",1:10.23,9.3,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
7,9,AFTER ME(B300),M Chadwick,P F Yiu,122,1035,3,4,"5                                                            

6                                                            

7",1:10.24,5.4,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
8,5,MY FAMILY(C187),H N Wong,Y S Tsui,126,1141,11,4,"12                                                            

12                                                            

8",1:10.25,91,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
9,8,NICE KICK(B002),J Moreira,J Size,123,1127,8,4-1/2,"6                                                            

4                                                            

9",1:10.35,6.4,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
10,1,MR WISEGUY(C543),L Hewitson,D J Whyte,133,1067,9,5-1/2,"1                                                            

1                                                            

10",1:10.48,93,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
11,4,KING PRINT(C123),H W Lai,C H Yip,130,1105,6,6-1/4,"8                                                            

9                                                            

11",1:10.61,67,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
12,10,JOY AVENUE(C340),K Teetan,C H Yip,121,1157,7,8-3/4,"10                                                            

11                                                            

12",1:11.03,34,2(334),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
1,12,HAPPY GOOD GUYS(B466),S de Sousa,P F Yiu,117,1117,11,-,"2                                                            

2                                                            

1",0:56.87,7.8,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
2,9,WINNING WAYS(B332),B Shinn,C S Shum,121,1206,12,2-1/4,"10                                                            

8                                                            

2",0:57.25,9.4,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
3,11,OVERSUBSCRIBED(C361),M F Poon,D J Hall,116,1129,5,2-1/2,"7                                                            

6                                                            

3",0:57.28,13,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
4,4,GUNNAR(C222),L Hewitson,C Fownes,131,1128,8,3-3/4,"6                                                            

3                                                            

4",0:57.47,12,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
5,2,PRECIOUS SWEETIE(B254),M L Yeung,L Ho,133,1148,3,4-1/4,"11                                                            

9                                                            

5",0:57.55,15,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
6,10,GOUTEN OF GARO(A291),A Badel,D E Ferraris,118,1119,2,4-1/2,"5                                                            

7                                                            

6",0:57.60,4.8,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
7,8,GALAXY EMPEROR(D107),K Teetan,A S Cruz,123,1077,1,6,"8                                                            

11                                                            

7",0:57.83,32,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
8,5,FIRE BALL(D087),J Moreira,C H Yip,125,1049,4,6-1/2,"3                                                            

4                                                            

8",0:57.93,2.9,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
9,6,WE THE SOUTH(D149),N Callan,J Moore,125,1120,6,6-3/4,"4                                                            

5                                                            

9",0:57.94,74,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
10,1,MEGA RED(V078),H N Wong,C W Chang,130,1159,10,6-3/4,"12                                                            

12                                                            

10",0:57.94,88,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
11,3,EVERBRAVE(A364),C Y Ho,K L Man,131,1214,9,6-3/4,"9                                                            

10                                                            

11",0:57.95,12,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
12,7,LOOK ERAS(V123),K H Chan,Y S Tsui,114,1095,7,8-1/4,"1                                                            

1                                                            

12",0:58.20,13,3(335),Class 4 - 1000M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
1,5,PLAY WISE(A411),M F Poon,C H Yip,126,1068,1,-,"4                                                            

3                                                            

3                                                            

1",1:39.30,8.4,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
2,2,HEAVENLY THOUGHT(C163),J Moreira,F C Lor,133,1060,11,N,"6                                                            

5                                                            

6                                                            

2",1:39.37,4,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
3,11,LIGHTNING STEED(B274),M Chadwick,C Fownes,119,1112,2,1/2,"2                                                            

2                                                            

1                                                            

3",1:39.39,7.3,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
4,7,INDIGENOUS STAR(A081),H W Lai,P F Yiu,123,1053,5,3-1/4,"5                                                            

6                                                            

7                                                            

4",1:39.83,27,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
5,3,PRETTY BAUHINIA(A135),K Teetan,Y S Tsui,131,1048,9,4,"10                                                            

11                                                            

10                                                            

5",1:39.93,8.8,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
6,1,HARRIER JET(T372),S de Sousa,P O'Sullivan,133,1153,10,4-1/4,"9                                                            

9                                                            

11                                                            

6",1:39.99,27,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
7,9,MANAGEMENT STAR(B006),A Badel,K W Lui,122,1106,3,4-1/2,"11                                                            

10                                                            

5                                                            

7",1:40.04,4.3,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
8,4,CHARITY WINGS(B003),T Piccone,C S Shum,128,1102,4,4-3/4,"7                                                            

8                                                            

8                                                            

8",1:40.06,7.2,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
9,8,MISTER MONTE(A201),G van Niekerk,C W Chang,123,1074,7,4-3/4,"3                                                            

4                                                            

4                                                            

9",1:40.08,10,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
10,6,TUNG WAH GLORY(D006),M L Yeung,T P Yung,125,1040,12,5-1/2,"12                                                            

12                                                            

12                                                            

10",1:40.20,98,4(336),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/01/15
